package_id,package_type,package_category,weight,weight_unit,length_cm,width_cm,height_cm,fragile_flag,insured_flag,item_description
PKG03924,Document,Small,1.51,KG,71,9,68,1,Yes,Household goods
PKG03925,Food,Small,1.28,KG,82,17,14,Y,No,Office supplies
PKG03926,Electronics,Medium,7.26,KG,27,64,68,Y,1,Electronic accessory
PKG03927,Clothing,Small,2.88 kg,KG,23,26,46,0,Y,Fashion item
PKG03928,Food,Small,2.18,KG,42,78,25,Yes,Yes,Electronic accessory
PKG03929,Food,Small,1.5,KG,60,14,5,Y,0,Customer document
PKG03930,Electronics,Medium,4.22,KG,54,8,66,0,Y,Vehicle spare part
PKG03931,Electronics,Medium,10.3,KG,45,56,40,Y,No,Household goods
PKG03932,Clothing,Small,0.97,KG,101,21,59,N,N,Household goods
PKG03933,Electronics,Medium,8.26,KG,56,57,48,0,No,Electronic accessory
PKG03934,Clothing,Small,1.23 kg,KG,20,26,56,1,0,Food product
PKG03935,Fragile Goods,Medium,4.51,KG,78,45,35,1,1,Food product
PKG03936,Parcel,Medium,14.96,KG,85,56,31,No,1,Household goods
PKG03937,Electronics,Medium,5.94,KG,37,75,5,Y,Y,Customer document
PKG03938,Fragile Goods,Medium,12.0,KG,53,61,41,No,No,Household goods
PKG03939,Cargo,Cargo,59.48,KG,53,59,37,0,No,Vehicle spare part
PKG03940,Food,Small,0.91,KG,102,80,42,1,No,Food product
PKG03941,Spare Parts,Large,20.17 kg,KG,85,12,21,Yes,N,Fashion item
PKG03942,Parcel,Medium,11.53,KG,78,60,65,Yes,N,Electronic accessory
PKG03943,Spare Parts,Large,27.64,KG,116,37,64,Y,Y,Vehicle spare part
PKG03944,Parcel,Medium,3.14,KG,13,17,17,Y,Yes,Fashion item
PKG03945,Spare Parts,Large,38.11,KG,59,78,22,1,No,Office supplies
PKG03946,Food,Small,0.34,KG,98,79,55,1,No,Fashion item
PKG03947,Electronics,Medium,12.14,KG,106,23,52,N,Yes,Customer document
PKG03948,Food,Small,2.99 kg,KG,94,73,69,1,Y,Customer document
PKG03949,Document,Small,1.73,KG,14,55,29,0,Yes,Fashion item
PKG03950,Cargo,Cargo,73.0,KG,97,17,28,1,1,Office supplies
PKG03951,Food,Small,2.03,KG,68,47,26,1,1,Office supplies
PKG03952,Fragile Goods,Medium,13.16,KG,108,36,53,Y,Y,Customer document
PKG03953,Clothing,Small,2.62,KG,16,24,17,N,N,Electronic accessory
PKG03954,Electronics,Medium,6.32,KG,37,22,7,Yes,0,Customer document
PKG03955,Cargo,Cargo,106.43 kg,KG,43,44,25,0,0,Customer document
PKG03956,Spare Parts,Large,26.29,KG,76,30,3,Yes,1,Electronic accessory
PKG03957,Fragile Goods,Medium,13.96,KG,105,39,65,Y,N,Food product
PKG03958,Cargo,Cargo,67.27,KG,79,65,54,Yes,N,Household goods
PKG03959,Electronics,Medium,14.0,KG,103,26,44,Y,N,Office supplies
PKG03960,Document,Small,0.43,KG,113,59,42,Y,N,Office supplies
PKG03961,Parcel,Medium,8.32,KG,78,64,53,No,0,Office supplies
PKG03962,Food,Small,2.49 kg,KG,66,38,6,No,1,Fashion item
PKG03963,Document,Small,0.74,KG,108,63,25,0,Yes,Vehicle spare part
PKG03964,Fragile Goods,Medium,12.19,KG,77,26,62,Yes,N,Fashion item
PKG03965,Spare Parts,Large,33.63,KG,26,20,10,No,0,Office supplies
PKG03966,Food,Small,0.22,KG,93,78,49,N,0,Customer document
PKG03967,Spare Parts,Large,21.16,KG,118,35,33,Yes,Yes,Fashion item
PKG03968,Spare Parts,Large,37.05,KG,55,75,45,N,Y,Electronic accessory
PKG03969,Fragile Goods,Medium,12.85 kg,KG,83,18,9,No,N,Food product
PKG03970,Food,Small,0.5,KG,97,48,52,N,No,Electronic accessory
PKG03971,Fragile Goods,Medium,8.27,KG,62,28,65,0,No,Vehicle spare part
PKG03972,Document,Small,2.85,KG,42,14,64,1,1,Customer document
PKG03973,Clothing,Small,0.65,KG,54,19,31,N,Yes,Household goods
PKG03974,Parcel,Medium,11.41,KG,45,28,6,0,N,Food product
PKG03975,Cargo,Cargo,41.0,KG,23,13,30,1,0,Household goods
PKG03976,Electronics,Medium,9.02 kg,KG,46,66,50,No,No,Customer document
PKG03977,Parcel,Medium,4.71,KG,27,67,14,0,No,Vehicle spare part
PKG03978,Electronics,Medium,3.2,KG,101,56,20,No,N,Electronic accessory
PKG03979,Cargo,Cargo,55.74,KG,102,67,15,1,Yes,Vehicle spare part
PKG03980,Electronics,Medium,13.86,KG,116,60,64,0,1,Food product
PKG03981,Cargo,Cargo,74.8,KG,110,39,32,0,No,Food product
PKG03982,Spare Parts,Large,15.48,KG,12,46,3,1,Y,Household goods
PKG03983,Electronics,Medium,8.12 kg,KG,57,11,62,0,No,Fashion item
PKG03984,Cargo,Cargo,76.56,KG,27,60,21,N,N,Electronic accessory
PKG03985,Electronics,Medium,10.57,KG,103,48,23,N,1,Fashion item
PKG03986,Food,Small,2.02,KG,42,56,48,Y,N,Customer document
PKG03987,Document,Small,1.03,KG,17,67,23,0,1,Food product
PKG03988,Parcel,Medium,10.66,KG,69,78,43,0,Y,Food product
PKG03989,Parcel,Medium,13.8,KG,120,55,26,No,0,Vehicle spare part
PKG03990,Cargo,Cargo,116.1 kg,KG,88,55,25,No,No,Office supplies
PKG03991,Document,Small,0.15,KG,42,67,59,No,0,Office supplies
PKG03992,Electronics,Medium,3.85,KG,111,65,42,0,Yes,Food product
PKG03993,Parcel,Medium,12.63,KG,47,45,59,1,No,Fashion item
PKG03994,Food,Small,0.15,KG,95,10,6,0,No,Vehicle spare part
PKG03995,Food,Small,1.2,KG,115,73,34,0,Y,Office supplies
PKG03996,Electronics,Medium,4.26,KG,70,62,13,No,Y,Fashion item
PKG03997,Fragile Goods,Medium,10.38 kg,KG,94,49,40,No,1,Household goods
PKG03998,Food,Small,1.21,KG,81,59,52,Y,No,Food product
PKG03999,Clothing,Small,2.36,KG,70,53,35,No,Y,Fashion item
PKG04000,Fragile Goods,Medium,7.17,KG,83,73,52,0,No,Fashion item
PKG04001,Parcel,Medium,11.66,KG,66,9,53,0,No,Customer document
PKG04002,Document,Small,1.01,KG,44,33,9,Y,N,Food product
PKG04003,Parcel,Medium,13.02,KG,54,74,10,1,0,Fashion item
PKG04004,Parcel,Medium,13.23 kg,KG,85,62,19,No,N,Office supplies
PKG04005,Cargo,Cargo,102.33,KG,102,67,33,N,N,Office supplies
PKG04006,Clothing,Small,2.63,KG,23,8,29,0,0,Food product
PKG04007,Electronics,Medium,7.82,KG,24,66,60,1,0,Customer document
PKG04008,Clothing,Small,1.99,KG,69,57,3,Yes,N,Office supplies
PKG04009,Clothing,Small,2.97,KG,108,73,11,Yes,Yes,Customer document
PKG04010,Clothing,Small,0.67,KG,35,27,14,Y,No,Vehicle spare part
PKG04011,Document,Small,1.62 kg,KG,67,62,17,1,Y,Food product
PKG04012,Electronics,Medium,7.81,KG,105,11,45,Y,No,Fashion item
PKG04013,Clothing,Small,2.07,KG,96,34,21,Y,0,Electronic accessory
PKG04014,Cargo,Cargo,43.81,KG,53,46,35,0,0,Electronic accessory
PKG04015,Cargo,Cargo,57.27,KG,49,32,22,No,No,Office supplies
PKG04016,Parcel,Medium,10.05,KG,54,56,35,No,No,Vehicle spare part
PKG04017,Food,Small,0.31,KG,25,37,24,1,No,Office supplies
PKG04018,Electronics,Medium,14.02 kg,KG,112,36,59,No,0,Vehicle spare part
PKG04019,Cargo,Cargo,101.39,KG,17,39,4,0,N,Vehicle spare part
PKG04020,Cargo,Cargo,69.07,KG,97,78,12,N,Y,Household goods
PKG04021,Food,Small,1.43,KG,22,42,29,Y,0,Food product
PKG04022,Fragile Goods,Medium,6.89,KG,53,31,32,0,Y,Office supplies
PKG04023,Food,Small,1.44,KG,97,36,42,No,Y,Electronic accessory
PKG04024,Parcel,Medium,4.14,KG,79,59,23,No,Y,Electronic accessory
PKG04025,Electronics,Medium,8.66 kg,KG,103,69,62,Y,No,Customer document
PKG04026,Spare Parts,Large,20.29,KG,85,40,58,Yes,0,Fashion item
PKG04027,Cargo,Cargo,99.0,KG,92,43,4,1,N,Food product
PKG04028,Cargo,Cargo,94.98,KG,106,61,20,Y,Y,Customer document
PKG04029,Electronics,Medium,11.92,KG,117,49,28,No,N,Customer document
PKG04030,Food,Small,0.53,KG,84,22,56,Y,No,Fashion item
PKG04031,Clothing,Small,2.43,KG,69,59,57,1,Y,Office supplies
PKG04032,Electronics,Medium,11.66 kg,KG,76,29,11,0,No,Fashion item
PKG04033,Electronics,Medium,7.34,KG,77,12,15,Y,Yes,Vehicle spare part
PKG04034,Fragile Goods,Medium,9.66,KG,94,9,52,Yes,No,Fashion item
PKG04035,Cargo,Cargo,78.12,KG,94,48,38,1,0,Food product
PKG04036,Clothing,Small,1.45,KG,72,36,62,No,0,Electronic accessory
PKG04037,Fragile Goods,Medium,5.42,KG,103,24,5,Yes,1,Fashion item
PKG04038,Cargo,Cargo,48.37,KG,113,15,40,1,Yes,Food product
PKG04039,Electronics,Medium,4.47 kg,KG,116,33,51,Yes,1,Office supplies
PKG04040,Parcel,Medium,14.24,KG,42,10,63,No,1,Food product
PKG04041,Food,Small,1.98,KG,111,62,11,No,N,Food product
PKG04042,Spare Parts,Large,18.36,KG,41,11,47,No,1,Household goods
PKG04043,Food,Small,0.53,KG,104,16,11,N,0,Electronic accessory
PKG04044,Electronics,Medium,11.84,KG,69,16,54,No,N,Office supplies
PKG04045,Clothing,Small,0.53,KG,63,27,42,Yes,Yes,Office supplies
PKG04046,Parcel,Medium,7.64 kg,KG,47,33,37,N,N,Household goods
PKG04047,Cargo,Cargo,101.08,KG,39,80,12,Yes,Y,Electronic accessory
PKG04048,Food,Small,0.81,KG,111,69,30,0,0,Fashion item
PKG04049,Clothing,Small,0.23,KG,32,49,61,Yes,No,Fashion item
PKG04050,Document,Small,1.02,KG,62,9,65,N,1,Household goods
PKG04051,Fragile Goods,Medium,14.39,KG,29,26,24,No,0,Customer document
PKG04052,Electronics,Medium,14.87,KG,31,59,45,Y,0,Office supplies
PKG04053,Electronics,Medium,10.58 kg,KG,28,20,11,1,0,Food product
PKG04054,Parcel,Medium,14.97,KG,102,43,16,No,Y,Customer document
PKG04055,Parcel,Medium,14.71,KG,69,48,43,N,No,Customer document
PKG04056,Spare Parts,Large,16.96,KG,105,38,59,0,1,Household goods
PKG04057,Document,Small,1.92,KG,14,36,35,Y,0,Fashion item
PKG04058,Food,Small,1.47,KG,112,27,15,0,0,Household goods
PKG04059,Clothing,Small,1.9,KG,51,36,7,1,Yes,Household goods
PKG04060,Parcel,Medium,9.18 kg,KG,46,61,39,N,Yes,Office supplies
PKG04061,Electronics,Medium,4.96,KG,71,32,43,No,N,Office supplies
PKG04062,Fragile Goods,Medium,14.11,KG,117,62,62,Y,N,Electronic accessory
PKG04063,Parcel,Medium,4.7,KG,27,56,57,Y,Y,Customer document
PKG04064,Spare Parts,Large,27.96,KG,104,72,40,Yes,Yes,Fashion item
PKG04065,Food,Small,1.44,KG,29,36,26,Yes,Y,Food product
PKG04066,Cargo,Cargo,114.19,KG,69,70,43,Y,Y,Household goods
PKG04067,Clothing,Small,1.62 kg,KG,81,9,33,N,1,Fashion item
PKG04068,Clothing,Small,1.34,KG,16,38,55,0,1,Vehicle spare part
PKG04069,Electronics,Medium,11.98,KG,50,24,15,N,No,Customer document
PKG04070,Spare Parts,Large,24.15,KG,13,15,8,0,No,Customer document
PKG04071,Spare Parts,Large,17.27,KG,55,37,33,No,1,Household goods
PKG04072,Document,Small,1.35,KG,106,8,29,N,No,Electronic accessory
PKG04073,Fragile Goods,Medium,7.59,KG,23,59,66,0,N,Food product
PKG04074,Cargo,Cargo,58.76 kg,KG,11,28,3,Yes,Y,Customer document
PKG04075,Fragile Goods,Medium,4.64,KG,22,21,19,N,N,Electronic accessory
PKG04076,Food,Small,2.54,KG,53,52,33,No,1,Food product
PKG04077,Food,Small,0.84,KG,42,64,53,0,Yes,Household goods
PKG04078,Spare Parts,Large,32.25,KG,83,39,31,No,No,Electronic accessory
PKG04079,Fragile Goods,Medium,6.37,KG,94,22,37,0,No,Customer document
PKG04080,Clothing,Small,0.21,KG,54,28,47,N,0,Household goods
PKG04081,Clothing,Small,2.7 kg,KG,21,70,8,No,No,Household goods
PKG04082,Document,Small,2.28,KG,106,26,14,1,0,Electronic accessory
PKG04083,Food,Small,1.34,KG,30,11,29,N,0,Vehicle spare part
PKG04084,Cargo,Cargo,91.05,KG,59,23,33,1,N,Fashion item
PKG04085,Cargo,Cargo,92.13,KG,17,53,30,Y,Y,Customer document
PKG04086,Food,Small,2.56,KG,41,55,63,N,N,Electronic accessory
PKG04087,Fragile Goods,Medium,5.91,KG,68,39,69,Yes,0,Fashion item
PKG04088,Cargo,Cargo,54.72 kg,KG,88,9,14,No,0,Vehicle spare part
PKG04089,Spare Parts,Large,24.7,KG,90,30,62,Yes,No,Household goods
PKG04090,Electronics,Medium,10.99,KG,61,39,64,0,No,Electronic accessory
PKG04091,Clothing,Small,2.06,KG,119,32,43,N,No,Office supplies
PKG04092,Document,Small,1.58,KG,118,79,38,No,Yes,Electronic accessory
PKG04093,Spare Parts,Large,31.79,KG,43,72,45,N,No,Vehicle spare part
PKG04094,Document,Small,1.66,KG,49,57,39,N,0,Fashion item
PKG04095,Electronics,Medium,3.63 kg,KG,34,69,43,Y,N,Fashion item
PKG04096,Food,Small,2.76,KG,69,63,17,0,N,Electronic accessory
PKG04097,Electronics,Medium,4.92,KG,88,11,20,Yes,Yes,Household goods
PKG04098,Food,Small,2.43,KG,95,46,46,Yes,Yes,Food product
PKG04099,Fragile Goods,Medium,10.96,KG,17,10,7,Yes,N,Office supplies
PKG04100,Cargo,Cargo,94.38,KG,10,21,58,Yes,No,Fashion item
PKG04101,Fragile Goods,Medium,7.09,KG,107,26,40,0,N,Vehicle spare part
PKG04102,Clothing,Small,2.11 kg,KG,96,36,41,1,Yes,Office supplies
PKG04103,Parcel,Medium,13.55,KG,39,34,19,N,1,Office supplies
PKG04104,Cargo,Cargo,42.79,KG,30,9,19,Y,N,Food product
PKG04105,Spare Parts,Large,29.29,KG,42,75,59,N,Y,Office supplies
PKG04106,Food,Small,2.14,KG,41,73,8,No,1,Electronic accessory
PKG04107,Parcel,Medium,6.56,KG,37,57,49,Y,Yes,Vehicle spare part
PKG04108,Document,Small,0.24,KG,80,75,62,1,Y,Office supplies
PKG04109,Spare Parts,Large,34.7 kg,KG,97,9,56,1,No,Fashion item
PKG04110,Fragile Goods,Medium,7.25,KG,42,14,63,No,0,Household goods
PKG04111,Document,Small,2.87,KG,89,51,48,Yes,Yes,Electronic accessory
PKG04112,Parcel,Medium,4.31,KG,82,62,64,Yes,N,Customer document
PKG04113,Fragile Goods,Medium,3.39,KG,10,46,59,0,Y,Customer document
PKG04114,Electronics,Medium,7.15,KG,46,11,44,Y,1,Fashion item
PKG04115,Clothing,Small,2.29,KG,36,73,10,0,0,Household goods
PKG04116,Clothing,Small,1.49 kg,KG,98,64,48,Y,N,Household goods
PKG04117,Spare Parts,Large,17.28,KG,84,43,9,No,Yes,Vehicle spare part
PKG04118,Fragile Goods,Medium,7.96,KG,31,18,11,N,Y,Customer document
PKG04119,Electronics,Medium,6.05,KG,66,37,40,0,0,Office supplies
PKG04120,Clothing,Small,1.5,KG,78,65,60,N,1,Food product
PKG04121,Clothing,Small,2.44,KG,19,18,54,Yes,0,Food product
PKG04122,Parcel,Medium,11.04,KG,120,77,57,N,No,Food product
PKG04123,Electronics,Medium,10.33 kg,KG,34,55,44,Y,0,Electronic accessory
PKG04124,Parcel,Medium,14.44,KG,114,25,7,N,No,Food product
PKG04125,Electronics,Medium,13.06,KG,98,33,27,Yes,No,Customer document
PKG04126,Food,Small,2.53,KG,46,24,24,Yes,Yes,Fashion item
PKG04127,Clothing,Small,2.1,KG,18,13,19,1,N,Food product
PKG04128,Food,Small,1.76,KG,110,47,6,No,No,Vehicle spare part
PKG04129,Clothing,Small,1.1,KG,15,62,52,No,0,Customer document
PKG04130,Parcel,Medium,13.55 kg,KG,13,28,41,1,No,Vehicle spare part
PKG04131,Electronics,Medium,13.7,KG,115,24,26,1,Yes,Electronic accessory
PKG04132,Parcel,Medium,6.41,KG,20,77,69,N,Y,Food product
PKG04133,Document,Small,2.28,KG,69,33,34,Yes,No,Office supplies
PKG04134,Electronics,Medium,8.0,KG,38,60,6,Y,Y,Food product
PKG04135,Spare Parts,Large,35.22,KG,33,35,52,1,No,Electronic accessory
PKG04136,Fragile Goods,Medium,4.96,KG,74,22,17,Yes,No,Customer document
PKG04137,Food,Small,0.55 kg,KG,71,15,5,1,1,Vehicle spare part
PKG04138,Cargo,Cargo,72.62,KG,33,77,32,N,0,Vehicle spare part
PKG04139,Spare Parts,Large,32.23,KG,55,64,31,No,Yes,Electronic accessory
PKG04140,Parcel,Medium,11.51,KG,108,54,44,Y,0,Office supplies
PKG04141,Fragile Goods,Medium,13.33,KG,119,64,29,N,No,Food product
PKG04142,Electronics,Medium,7.86,KG,69,48,46,N,1,Fashion item
PKG04143,Document,Small,0.55,KG,76,12,33,Yes,Yes,Food product
PKG04144,Clothing,Small,2.05 kg,KG,36,27,32,No,N,Customer document
PKG04145,Spare Parts,Large,22.24,KG,119,38,27,1,Y,Customer document
PKG04146,Parcel,Medium,7.35,KG,80,51,43,Yes,No,Electronic accessory
PKG04147,Document,Small,1.77,KG,40,22,68,N,N,Electronic accessory
PKG04148,Electronics,Medium,4.81,KG,80,62,9,Y,Yes,Household goods
PKG04149,Fragile Goods,Medium,9.03,KG,67,64,44,N,Y,Household goods
PKG04150,Cargo,Cargo,101.84,KG,39,47,69,Yes,1,Vehicle spare part
PKG04151,Clothing,Small,2.2 kg,KG,12,68,8,1,1,Vehicle spare part
PKG04152,Clothing,Small,0.15,KG,25,20,3,1,Y,Fashion item
PKG04153,Clothing,Small,0.45,KG,81,33,12,Yes,0,Vehicle spare part
PKG04154,Electronics,Medium,7.46,KG,67,23,3,Yes,Yes,Household goods
PKG04155,Electronics,Medium,4.63,KG,66,54,51,0,0,Household goods
PKG04156,Food,Small,0.25,KG,57,80,59,No,No,Customer document
PKG04157,Spare Parts,Large,18.08,KG,14,26,21,0,0,Household goods
PKG04158,Electronics,Medium,10.16 kg,KG,87,58,56,N,N,Vehicle spare part
PKG04159,Parcel,Medium,14.06,KG,28,15,62,Y,Y,Fashion item
PKG04160,Fragile Goods,Medium,7.08,KG,38,47,58,No,0,Electronic accessory
PKG04161,Fragile Goods,Medium,9.46,KG,110,78,14,1,Y,Vehicle spare part
PKG04162,Spare Parts,Large,25.36,KG,112,35,55,0,Yes,Office supplies
PKG04163,Clothing,Small,2.57,KG,100,38,26,Y,N,Food product
PKG04164,Electronics,Medium,6.88,KG,95,59,33,N,No,Food product
PKG04165,Cargo,Cargo,71.87 kg,KG,119,53,51,No,Y,Food product
PKG04166,Clothing,Small,2.21,KG,85,28,44,Y,1,Vehicle spare part
PKG04167,Parcel,Medium,5.45,KG,35,14,14,1,Yes,Household goods
PKG04168,Fragile Goods,Medium,4.05,KG,36,14,39,0,Yes,Customer document
PKG04169,Electronics,Medium,8.92,KG,54,67,29,N,Y,Office supplies
PKG04170,Cargo,Cargo,48.79,KG,104,48,63,1,1,Fashion item
PKG04171,Document,Small,0.42,KG,45,46,54,No,Yes,Office supplies
PKG04172,Spare Parts,Large,26.19 kg,KG,17,44,15,Yes,0,Fashion item
PKG04173,Parcel,Medium,9.96,KG,72,26,11,1,0,Fashion item
PKG04174,Fragile Goods,Medium,7.95,KG,93,13,16,N,N,Customer document
PKG04175,Clothing,Small,2.73,KG,66,22,53,Yes,N,Office supplies
PKG04176,Clothing,Small,2.8,KG,90,72,50,No,0,Electronic accessory
PKG04177,Document,Small,0.37,KG,81,59,12,1,No,Food product
PKG04178,Electronics,Medium,11.82,KG,114,51,37,No,1,Vehicle spare part
PKG04179,Document,Small,2.38 kg,KG,69,54,43,0,0,Food product
PKG04180,Fragile Goods,Medium,13.24,KG,105,48,57,Yes,N,Food product
PKG04181,Clothing,Small,0.62,KG,77,40,28,N,N,Office supplies
PKG04182,Document,Small,1.47,KG,40,42,61,N,Yes,Customer document
PKG04183,Document,Small,0.25,KG,38,22,15,No,N,Fashion item
PKG04184,Fragile Goods,Medium,5.14,KG,120,31,21,1,Y,Vehicle spare part
PKG04185,Cargo,Cargo,71.61,KG,31,64,43,0,Yes,Vehicle spare part
PKG04186,Spare Parts,Large,34.75 kg,KG,18,54,57,Yes,0,Vehicle spare part
PKG04187,Spare Parts,Large,22.51,KG,62,77,45,No,0,Customer document
PKG04188,Fragile Goods,Medium,3.9,KG,27,63,16,Yes,Yes,Vehicle spare part
PKG04189,Electronics,Medium,11.71,KG,64,25,60,N,1,Electronic accessory
PKG04190,Parcel,Medium,10.25,KG,83,15,9,1,0,Fashion item
PKG04191,Cargo,Cargo,111.84,KG,75,74,35,0,No,Electronic accessory
PKG04192,Food,Small,1.2,KG,29,72,57,0,Yes,Customer document
PKG04193,Document,Small,2.68 kg,KG,77,15,5,Yes,1,Household goods
PKG04194,Cargo,Cargo,112.73,KG,50,11,57,N,1,Vehicle spare part
PKG04195,Food,Small,1.0,KG,96,29,40,Y,Y,Fashion item
PKG04196,Spare Parts,Large,29.05,KG,80,10,28,0,Yes,Office supplies
PKG04197,Spare Parts,Large,20.24,KG,27,66,11,0,0,Electronic accessory
PKG04198,Spare Parts,Large,30.62,KG,36,70,41,Yes,1,Electronic accessory
PKG04199,Clothing,Small,0.54,KG,47,56,48,0,No,Food product
PKG04200,Cargo,Cargo,106.17 kg,KG,15,41,28,Y,1,Household goods
PKG04201,Food,Small,0.48,KG,83,12,8,No,Yes,Customer document
PKG04202,Spare Parts,Large,16.23,KG,78,49,38,N,0,Vehicle spare part
PKG04203,Fragile Goods,Medium,5.16,KG,113,60,59,Y,0,Office supplies
PKG04204,Fragile Goods,Medium,4.98,KG,98,58,19,Yes,N,Office supplies
PKG04205,Electronics,Medium,14.63,KG,110,65,18,N,N,Customer document
PKG04206,Spare Parts,Large,21.45,KG,65,54,30,Y,No,Household goods
PKG04207,Electronics,Medium,3.89 kg,KG,77,19,20,Yes,No,Office supplies
PKG04208,Food,Small,2.24,KG,52,67,33,0,0,Electronic accessory
PKG04209,Cargo,Cargo,94.16,KG,54,68,46,No,N,Customer document
PKG04210,Spare Parts,Large,16.49,KG,31,56,36,1,0,Office supplies
PKG04211,Food,Small,0.28,KG,32,72,65,Y,1,Vehicle spare part
PKG04212,Clothing,Small,2.47,KG,86,15,5,N,Yes,Vehicle spare part
PKG04213,Clothing,Small,2.84,KG,99,22,27,No,No,Electronic accessory
PKG04214,Document,Small,1.89 kg,KG,107,57,4,0,No,Fashion item
PKG04215,Cargo,Cargo,96.46,KG,118,52,40,N,0,Household goods
PKG04216,Cargo,Cargo,107.56,KG,52,13,38,1,1,Office supplies
PKG04217,Electronics,Medium,3.31,KG,58,65,53,No,N,Vehicle spare part
PKG04218,Food,Small,0.65,KG,19,15,68,Yes,0,Office supplies
PKG04219,Food,Small,2.89,KG,112,22,57,N,N,Customer document
PKG04220,Cargo,Cargo,55.2,KG,57,33,45,No,No,Electronic accessory
PKG04221,Food,Small,2.15 kg,KG,37,70,69,N,No,Office supplies
PKG04222,Document,Small,1.28,KG,100,59,47,Yes,0,Food product
PKG04223,Clothing,Small,1.42,KG,41,53,30,0,Y,Vehicle spare part
PKG04224,Parcel,Medium,5.49,KG,39,37,19,Yes,N,Vehicle spare part
PKG04225,Cargo,Cargo,45.46,KG,109,33,37,N,No,Fashion item
PKG04226,Document,Small,2.39,KG,36,60,3,No,N,Vehicle spare part
PKG04227,Cargo,Cargo,44.93,KG,63,16,53,N,Yes,Office supplies
PKG04228,Document,Small,0.42 kg,KG,118,59,64,0,No,Household goods
PKG04229,Clothing,Small,0.56,KG,40,18,59,No,Y,Electronic accessory
PKG04230,Clothing,Small,1.89,KG,94,40,13,1,Yes,Vehicle spare part
PKG04231,Food,Small,1.34,KG,89,75,52,Y,0,Food product
PKG04232,Clothing,Small,1.62,KG,14,70,69,N,0,Electronic accessory
PKG04233,Electronics,Medium,8.96,KG,82,44,13,N,No,Office supplies
PKG04234,Fragile Goods,Medium,6.16,KG,75,43,46,1,1,Food product
PKG04235,Fragile Goods,Medium,6.67 kg,KG,49,25,55,0,N,Office supplies
PKG04236,Fragile Goods,Medium,4.02,KG,93,47,22,Y,Y,Fashion item
PKG04237,Cargo,Cargo,62.07,KG,38,73,64,N,1,Household goods
PKG04238,Food,Small,2.35,KG,83,74,18,N,Y,Food product
PKG04239,Electronics,Medium,6.37,KG,80,53,63,Yes,N,Office supplies
PKG04240,Fragile Goods,Medium,14.22,KG,38,68,15,0,0,Food product
PKG04241,Fragile Goods,Medium,3.41,KG,52,64,6,Y,No,Fashion item
PKG04242,Fragile Goods,Medium,4.37 kg,KG,58,10,6,N,Y,Household goods
PKG04243,Cargo,Cargo,46.44,KG,109,60,39,No,N,Customer document
PKG04244,Clothing,Small,0.13,KG,106,9,32,1,No,Vehicle spare part
PKG04245,Clothing,Small,1.62,KG,79,31,17,Y,No,Vehicle spare part
PKG04246,Clothing,Small,1.28,KG,102,36,65,Y,N,Food product
PKG04247,Electronics,Medium,10.24,KG,106,62,55,Yes,0,Electronic accessory
PKG04248,Document,Small,1.19,KG,31,72,65,1,N,Office supplies
PKG04249,Cargo,Cargo,106.38 kg,KG,40,36,16,N,1,Customer document
PKG04250,Cargo,Cargo,74.45,KG,65,61,64,1,Yes,Vehicle spare part
PKG04251,Fragile Goods,Medium,14.98,KG,28,23,34,Y,No,Customer document
PKG04252,Clothing,Small,2.24,KG,26,28,70,0,0,Vehicle spare part
PKG04253,Clothing,Small,2.75,KG,97,8,70,N,0,Office supplies
PKG04254,Spare Parts,Large,24.44,KG,46,50,38,1,1,Electronic accessory
PKG04255,Spare Parts,Large,38.44,KG,24,72,56,1,1,Vehicle spare part
PKG04256,Spare Parts,Large,30.06 kg,KG,89,54,9,1,1,Household goods
PKG04257,Spare Parts,Large,38.99,KG,13,60,17,1,1,Electronic accessory
PKG04258,Cargo,Cargo,70.53,KG,33,47,57,Yes,0,Electronic accessory
PKG04259,Electronics,Medium,14.55,KG,33,10,28,Yes,1,Food product
PKG04260,Electronics,Medium,4.93,KG,44,66,52,No,N,Food product
PKG04261,Cargo,Cargo,85.32,KG,51,36,20,0,Yes,Electronic accessory
PKG04262,Parcel,Medium,14.27,KG,112,38,29,No,Y,Food product
PKG04263,Spare Parts,Large,16.14 kg,KG,66,50,35,Yes,No,Vehicle spare part
PKG04264,Document,Small,1.46,KG,69,64,21,0,N,Food product
PKG04265,Cargo,Cargo,93.67,KG,116,62,30,1,Y,Office supplies
PKG04266,Clothing,Small,0.39,KG,19,19,19,No,No,Office supplies
PKG04267,Cargo,Cargo,107.77,KG,64,47,31,Y,Y,Office supplies
PKG04268,Electronics,Medium,3.87,KG,79,80,31,No,0,Electronic accessory
PKG04269,Spare Parts,Large,16.86,KG,10,12,53,0,No,Vehicle spare part
PKG04270,Food,Small,0.18 kg,KG,81,78,24,Yes,0,Vehicle spare part
PKG04271,Electronics,Medium,12.35,KG,42,13,9,Yes,N,Office supplies
PKG04272,Electronics,Medium,13.32,KG,48,29,62,N,1,Household goods
PKG04273,Clothing,Small,0.84,KG,18,32,50,N,No,Office supplies
PKG04274,Cargo,Cargo,106.51,KG,56,56,38,No,Yes,Office supplies
PKG04275,Fragile Goods,Medium,10.73,KG,19,50,34,0,N,Customer document
PKG04276,Electronics,Medium,4.49,KG,20,44,8,Y,Yes,Customer document
PKG04277,Electronics,Medium,9.01 kg,KG,106,80,65,Y,Yes,Food product
